Taşınmaz Tipi,Açıklama,Oda Sayısı,Metre Karesi,Yaş,Kat,Fiyat,Adres,İlan Tarihi
Daire,bahçeşehir vaditepe ön cephe manzara penthouse 3+1 satılık daire,3 + 1,165 m,5 Yaşında,1. Kat,"1,050,000","Başakşehir, Bahçeşehir 1. Kısım Mahallesi",19 Ağustos 2020
Daire,kayaşehir 13 bölge satılık 2 kat 2+1 amerikan mutfak 69m2,2 + 1,75 m,4 Yaşında,En Üst Kat,"395,000","Başakşehir, Kayabaşı Mahallesi",17 Ağustos 2020
Daire,re/max experts 'ten güvercintepe fatih caddesinde 2+1 daire,2 + 1,100 m,3 Yaşında,Villa Katı,"380,000","Başakşehir, Güvercintepe Mahallesi",8 Eylül 2020
Daire,kayaşehir 13. bölge dy tipi 68 m2 satılık 2+1 daire,2 + 1,68 m,10 Yaşında,Yüksek Giriş,"370,000","Başakşehir, Kayabaşı Mahallesi",16 Ağustos 2020
Daire,bahçeşehir asmalı sokaklar da satılık şahane 3+1 bahçeli daire,3 + 1,125 m,6 Yaşında,10. Kat,"1,950,000","Başakşehir, Bahçeşehir 1. Kısım Mahallesi",23 Eylül 2020
Daire,marla gayrimenkul'den park mavera 3 lüx proje satılık 2+1 daire,2 + 1,132 m,Sıfır Bina,6. Kat,"1,499,999","Başakşehir, Kayabaşı Mahallesi",4 Ekim 2020
Villa,bahçeşehir1. köşe bahçeli merkezi satılık villa,4 + 2,450 m,20 Yaşında,Giriş Katı,"2,650,000","Başakşehir, Bahçeşehir 1. Kısım Mahallesi",9 Ekim 2020
Daire,oyakkent 1 ---2+1--- satılık daire,2 + 1,112 m,12 Yaşında,7. Kat,"800,000","Başakşehir, Başakşehir Mahallesi",8 Ekim 2020
Residence,oturumluk & yatırımlık lüks rezidans - huzzak loca,3 + 1,175 m,Sıfır Bina,7. Kat,"1,357,000","Başakşehir, Ziya Gökalp Mahallesi",5 Ekim 2020
Residence,beylikdüzü değer'den finansmana özel siteiçi 60 ay vade seçeneği,2 + 1,95 m,Sıfır Bina,10. Kat,"199,900","Başakşehir, Bahçeşehir 2. Kısım Mahallesi",6 Ekim 2020
Daire,esenyurt dumankaya satılık modern vadide 1+1 daire,1 + 1,66 m,Sıfır Bina,5. Kat,"349,000","Başakşehir, Bahçeşehir 2. Kısım Mahallesi",9 Ekim 2020
Daire,keypoint&mall of istanbul 79m2 full eşyalı 1+1 for sale,1 + 1,79 m,5 Yaşında,21 ve üzeri,"800,000","Başakşehir, İkitelli OSB Mahallesi",10 Ekim 2020
Daire,ağaoğlu my world europe'de satılık 3+1 daire,3 + 1,169 m,7 Yaşında,Villa Katı,"1,250,000","Başakşehir, Ziya Gökalp Mahallesi",23 Eylül 2020
Villa,bahçeşehir kelebekler vadisi satılık müstakil bakımlı 5+2 villa,5 + 2,324 m,11 Yaşında,5. Kat,"3,450,000","Başakşehir, Bahçeşehir 1. Kısım Mahallesi",11 Eylül 2020
Daire,marla gayrimenkul'den nida zümrüt 2+1 115m2 satılık daire,2 + 1,115 m,1 Yaşında,8. Kat,"950,000","Başakşehir, Kayabaşı Mahallesi",6 Ekim 2020
Daire,başakşehir onurkentde satılık 3 +1 daire metro karşısı,3 + 1,130 m,15 Yaşında,3. Kat,"710,000","Başakşehir, Başakşehir Mahallesi",23 Eylül 2020
Daire,kayaşehir 21.bölgede acil satılık daire,3 + 1,136 m,8 Yaşında,2. Kat,"680,000","Başakşehir, Kayabaşı Mahallesi",25 Ağustos 2020
Daire,bahçeşehir düdenlerde güney cephe manzaralı 4+1 satılık daire,4 + 1,202 m,20 Yaşında,9. Kat,"1,400,000","Başakşehir, Bahçeşehir 2. Kısım Mahallesi",20 Ağustos 2020
Daire,başakşehir'in en merkezi noktasında rezidans - huzzak loca,2 + 1,146 m,Sıfır Bina,5. Kat,"1,070,000","Başakşehir, Başak Mahallesi",25 Eylül 2020
Daire,bahçekent emlak konutta ankasre mutfaklı klimalı ve kiracılı 2+1,2 + 1,115 m,5 Yaşında,Giriş Katı,"430,000","Başakşehir, Bahçeşehir 2. Kısım Mahallesi",16 Ağustos 2020
Daire,polat emlak'dan...ak zirve strada - satılık 3+1 daire,3 + 1,167 m,5 Yaşında,9. Kat,"875,000","Başakşehir, Bahçeşehir 2. Kısım Mahallesi",6 Ağustos 2020
Daire,n tepe evlerinde güvenlikli spor salonlu ve kapalı otoparklı 1+1,1 + 1,68 m,15 Yaşında,10. Kat,"210,000","Başakşehir, Bahçeşehir 2. Kısım Mahallesi",3 Eylül 2020
Daire,marla gayrimenkul bulvar istanbulda kepelir daire,3 + 1,165 m,5 Yaşında,4. Kat,"995,000","Başakşehir, Kayabaşı Mahallesi",1 Ekim 2020
Daire,başakşehir 1.etapta merkezi lokasyonda 200 m2 4+1 sıfır daire,4 + 1,200 m,5 Yaşında,6. Kat,"1,390,000","Başakşehir, Başakşehir Mahallesi",28 Eylül 2020
Daire,mimar yapıdan merkezi konumda kredili 2+1 balkonlu lüx yapı,2 + 1,100 m,1 Yaşında,Bodrum ve Zemin,"198,000","Başakşehir, Güvercintepe Mahallesi",24 Ağustos 2020
Daire,düden blokları gölet manzaralı 3+1 full tadilatlı daire,3 + 1,160 m,25 Yaşında,13. Kat,"1,350,000","Başakşehir, Bahçeşehir 2. Kısım Mahallesi",1 Ekim 2020
Daire,park mavera 1 satılık 4+1 daire peyzaj man süper konum 1899.000,4 + 1,209 m,5 Yaşında,10. Kat,"1,899,999","Başakşehir, Kayabaşı Mahallesi",11 Eylül 2020
Daire,bahçeşehir merkezde a tipi 4+1 satılık manzaralı daire,4 + 1,202 m,20 Yaşında,6. Kat,"1,400,000","Başakşehir, Bahçeşehir 2. Kısım Mahallesi",19 Ağustos 2020
Daire,bahçeşehir konakları 3.etap ... özel tasarım 4+1 daire ...,4 + 1,250 m,3 Yaşında,4. Kat,"2,200,000","Başakşehir, Bahçeşehir 1. Kısım Mahallesi",7 Ağustos 2020
Daire,bahçetepe' de peyzaj satılık 3+1 daire bşk.şehir hastanesi yanı,3 + 1,148 m,5 Yaşında,13. Kat,"1,270,000","Başakşehir, Başakşehir Mahallesi",25 Ağustos 2020
Daire,bahçeşehir mesa nurol erguvanlıbahçe 4+1 satılık daire,4 + 1,180 m,12 Yaşında,3. Kat,"1,300,000","Başakşehir, Bahçeşehir 1. Kısım Mahallesi",18 Ağustos 2020
Daire,kayaşehir 10.bölge satılık 2+1 85 m2 ara kat tapulu daire,2 + 1,85 m,8 Yaşında,7. Kat,"485,000","Başakşehir, Kayabaşı Mahallesi",19 Eylül 2020
Villa,bahçeşehir satılık villa konut iş yerine uygun,10 + 1,600 m,22 Yaşında,Villa Katı,"16,000,000","Başakşehir, Bahçeşehir 1. Kısım Mahallesi",5 Ağustos 2020
Daire,başakşehir onurkent olimpa a.v.m yakın satılık 2+1 ara kat daire,2 + 1,112 m,14 Yaşında,3. Kat,"598,000","Başakşehir, Başakşehir Mahallesi",2 Ekim 2020
Daire,sky bahçeşehir de 2+1 satılık sıfır daire,2 + 1,127 m,Sıfır Bina,10. Kat,"488,000","Başakşehir, Bahçeşehir 1. Kısım Mahallesi",23 Ağustos 2020
Villa,a tipi.. bakımlı.. çift cepheli.. bahçeli villa... finansman,4 + 2,360 m,15 Yaşında,Villa Katı,"1,750,000","Başakşehir, Bahçeşehir 2. Kısım Mahallesi",27 Ağustos 2020
Daire,evvel istanbul projesi satılık 3+1 daire,3 + 1,173 m,3 Yaşında,4. Kat,"1,300,000","Başakşehir, Kayabaşı Mahallesi",5 Ekim 2020
Daire,sahibinden satılık avrupa konutları başakşehir 2+1 daire,2 + 1,133 m,2 Yaşında,13. Kat,"1,391,000","Başakşehir, Kayabaşı Mahallesi",28 Ağustos 2020
Daire,sahibinden 7. 85 m2 475.000 bu fiyata müşterisi olan arasın ..,2 + 1,85 m,9 Yaşında,4. Kat,"475,000","Başakşehir, Kayabaşı Mahallesi",19 Ağustos 2020
Daire,ağaoğlu my world europe tadilatlı boş büyük balkonlu 3+1 daire,3 + 1,159 m,8 Yaşında,21 ve üzeri,"1,150,000","Başakşehir, Ziya Gökalp Mahallesi",8 Eylül 2020
Villa,özel tasarım.. ultra lüx.. geniş bahçeli.. havuzlu triplex villa,5 + 1,320 m,15 Yaşında,Villa Katı,"4,000,000","Başakşehir, Bahçeşehir 2. Kısım Mahallesi",26 Ağustos 2020
Daire,kayaşehir merkezde satılık daire uygun fiyata,2 + 1,76 m,8 Yaşında,3. Kat,"429,000","Başakşehir, Kayabaşı Mahallesi",24 Eylül 2020
Residence,mall of istanbul - 1+1 - vatandalığa uygun satılık daire,1 + 1,83 m,5 Yaşında,21 ve üzeri,"950,000","Başakşehir, İkitelli OSB Mahallesi",17 Eylül 2020
Daire,bahceşehir bahçekent emlak konutlarında 2 odalı giriş kat,2 + 1,110 m,4 Yaşında,Yüksek Giriş,"495,000","Başakşehir, Bahçeşehir 2. Kısım Mahallesi",5 Ekim 2020
Villa,"emin'den,bahçeşehir,müstakil,bahçeli,kapalı garajlı,eşyalı",4 + 2,300 m,17 Yaşında,Villa Katı,"3,200,000","Başakşehir, Bahçeşehir 1. Kısım Mahallesi",31 Ağustos 2020
Daire,başakşehir onurkent satılık 3+1 n2 tip geniş ara kat boş daire,3 + 1,130 m,14 Yaşında,2. Kat,"765,000","Başakşehir, Başakşehir Mahallesi",17 Eylül 2020
Daire,ağaoğlu my world europe'de satılık 2+1 daire,2 + 1,115 m,7 Yaşında,21 ve üzeri,"800,000","Başakşehir, Ziya Gökalp Mahallesi",1 Ekim 2020
Daire,park mavera 3 de satılık 125m² 2+1 tapulu daire,2 + 1,125 m,Sıfır Bina,5. Kat,"1,100,000","Başakşehir, Kayabaşı Mahallesi",3 Temmuz 2020
Daire,"kayaşehir de satılık 3+1 daire 118m2- 680,000tl",3 + 1,118 m,9 Yaşında,9. Kat,"680,000","Başakşehir, Kayabaşı Mahallesi",22 Eylül 2020
Daire,bahçeşehir suitesde satılık 2+1 123 m2 daire باهشي شهير شقة للبي,2 + 1,124 m,Sıfır Bina,8. Kat,"710,000","Başakşehir, Bahçeşehir 2. Kısım Mahallesi",23 Eylül 2020
Daire,başakşehir kayaşehir 19. bölge önü açık en büyük satılık 3+1,3 + 1,198 m,3 Yaşında,15. Kat,"950,000","Başakşehir, Kayabaşı Mahallesi",20 Eylül 2020
Daire,marla gayrimenkul kayaşehir 15 bölgede kiralık 2+1 85m2 boşdaire,1 + 1,61 m,Sıfır Bina,5. Kat,"539,000","Başakşehir, Kayabaşı Mahallesi",9 Ekim 2020
Daire,ağaoğlu my world europe'de satılık 1+1 eşyalı daire,1 + 1,75 m,7 Yaşında,19. Kat,"500,000","Başakşehir, Ziya Gökalp Mahallesi",1 Ekim 2020
Daire,başakşehir safir evleri satılık 3+1 210m2 site içi daire,3 + 1,210 m,5 Yaşında,Yüksek Giriş,"1,850,000","Başakşehir, Başak Mahallesi",13 Temmuz 2020
Daire,ayazma emlak konutlarında en buyuk 3+1vadi cephe 194m2 sabit tak,3 + 1,194 m,1 Yaşında,3. Kat,"990,000","Başakşehir, Ziya Gökalp Mahallesi",5 Ekim 2020
Villa,bahçaşehir banu evleri lapis tip 6+2 satılık villa,6 + 2,455 m,10 Yaşında,7. Kat,"5,000,000","Başakşehir, Bahçeşehir 2. Kısım Mahallesi",25 Ağustos 2020
Daire,başakşehir 2. etap onurkent satılık dublex daire,5 + 1,300 m,11 Yaşında,11. Kat,"1,730,000","Başakşehir, Başakşehir Mahallesi",28 Ağustos 2020
Daire,bulvar istanbul - orman manzaralı 2+1 144m2 satılık arakat da,2 + 1,144 m,4 Yaşında,Villa Katı,"950,000","Başakşehir, Başakşehir Mahallesi",15 Eylül 2020
Daire,başakşehir bulvar istanbul satılık 3+1 daire boş ve tapusu hazır,3 + 1,170 m,4 Yaşında,7. Kat,"1,260,000","Başakşehir, Kayabaşı Mahallesi",18 Eylül 2020
Daire,başakşehir kayaşehir satılık 3+1 daire 20.bölge de boş ve tapulu,3 + 1,118 m,7 Yaşında,10. Kat,"695,000","Başakşehir, Kayabaşı Mahallesi",18 Eylül 2020
Villa,fenertepe villalarında ormana sıfır konumda doğa manzaralı,5 + 3,320 m,510 Yaşında,Villa Katı,"2,390,000","Başakşehir, Kayabaşı Mahallesi",10 Eylül 2020
Daire,bahçeşehir hill park evlerinde 2+1 satılık,2 + 1,125 m,8 Yaşında,14. Kat,"980,000","Başakşehir, Bahçeşehir 2. Kısım Mahallesi",15 Ağustos 2020
Daire,maximoon sitesi satılık 1+1,1 + 1,65 m,5 Yaşında,11. Kat,"170,000","Başakşehir, Bahçeşehir 1. Kısım Mahallesi",22 Eylül 2020
Residence,"bahçeşehir merkez 3+1kiptaştan %10 peşin,180 ay vade son 10 gün",3 + 1,165 m,Sıfır Bina,12. Kat,"1,000,000","Başakşehir, Bahçeşehir 2. Kısım Mahallesi",27 Ağustos 2020
Daire,"emlakkonut ev sahibi olun. 3+1,885.000tl",3 + 1,170 m,Sıfır Bina,Villa Katı,"885,000","Başakşehir, Bahçeşehir 2. Kısım Mahallesi",20 Ağustos 2020
Villa,satılık vila,5 + 3,460 m,14 Yaşında,Villa Katı,"1,950,000","Başakşehir, Bahçeşehir 2. Kısım Mahallesi",23 Eylül 2020
Villa,havuz.. güvenlik.. 3 mutfaklı.. lüx.. sıfır villa.. finansman,5 + 2,360 m,15 Yaşında,8. Kat,"2,700,000","Başakşehir, Bahçeşehir 2. Kısım Mahallesi",21 Ağustos 2020
Villa,gerçek müstakil.. 500 m2 bahçe içinde.. dublex.. çelik villa,4 + 1,220 m,15 Yaşında,Yüksek Giriş,"3,000,000","Başakşehir, Bahçeşehir 2. Kısım Mahallesi",6 Ağustos 2020
Daire,kayaşehirde satılık 85m2 daire,2 + 1,85 m,8 Yaşında,7. Kat,"459,000","Başakşehir, Kayabaşı Mahallesi",13 Eylül 2020
Daire,toki 15. bölge metro ve vadinin hemen dibinde,2 + 1,85 m,9 Yaşında,9. Kat,"472,000","Başakşehir, Kayabaşı Mahallesi",8 Eylül 2020
Daire,bahçeşehir spradon quartzda akik blokta havuz ve vadiyi göre 1+1,1 + 1,75 m,10 Yaşında,13. Kat,"398,000","Başakşehir, Bahçeşehir 1. Kısım Mahallesi",30 Ağustos 2020
Daire,boğazköyde içi özel yapılmış mantolamalı arakat ve balkonlu 3+1.,3 + 1,160 m,20 Yaşında,1. Kat,"550,000","Başakşehir, Bahçeşehir 2. Kısım Mahallesi",28 Ağustos 2020
Daire,bahçeşehir manavgat havuzlu site ful manzaralı 2+1 satılık daire,2 + 1,150 m,19 Yaşında,3. Kat,"915,000","Başakşehir, Bahçeşehir 2. Kısım Mahallesi",1 Ekim 2020
Daire,başakşehir 3.istanbul da satılık 108m2 2+1 teraslı daire,2 + 1,108 m,1 Yaşında,8. Kat,"980,000","Başakşehir, Başakşehir Mahallesi",7 Eylül 2020
Daire,polat emlak'dan...bahçeşehir 2.kısım boğazköy'de satılık daire,2 + 1,110 m,15 Yaşında,1. Kat,"425,000","Başakşehir, Bahçeşehir 2. Kısım Mahallesi",23 Eylül 2020
Daire,park mavera2 satılık 4+1 شقة للبيع فرصة,4 + 1,208 m,2 Yaşında,10. Kat,"2,180,000","Başakşehir, Kayabaşı Mahallesi",3 Ekim 2020
Daire,avrupa konutlar satılık 3+1 daire,3 + 1,178 m,1 Yaşında,9. Kat,"1,699,000","Başakşehir, Kayabaşı Mahallesi",1 Ekim 2020
Daire,başakşehir 4.etap 3+1 6. kat 127m2 satılık,3 + 1,140 m,15 Yaşında,7. Kat,"765,000","Başakşehir, Başakşehir Mahallesi",5 Ekim 2020
Daire,başakşehir bulvar istanbul 3+1 174m2 satılık arakat daire,3 + 1,170 m,4 Yaşında,4. Kat,"1,260,000","Başakşehir, Başakşehir Mahallesi",15 Eylül 2020
Daire,başakşehir 2. kısımda site içerisinde 3+1 satılık daire...,3 + 1,130 m,25 Yaşında,10. Kat,"850,000","Başakşehir, Başakşehir Mahallesi",11 Eylül 2020
Daire,kayaşehir de satılık 3+1 tapulu ve boş daire (toki 20.bölge de),3 + 1,118 m,7 Yaşında,12. Kat,"695,000","Başakşehir, Kayabaşı Mahallesi",22 Eylül 2020
Daire,kayaşehir 7.bölge satılık 2+1 75 m2 tapulu daire,2 + 1,75 m,9 Yaşında,Villa Katı,"400,000","Başakşehir, Kayabaşı Mahallesi",15 Eylül 2020
Villa,satılık villa,5 + 3,360 m,12 Yaşında,7. Kat,"2,650","Başakşehir, Bahçeşehir 1. Kısım Mahallesi",23 Eylül 2020
Villa,güvenlikli sitede.. garajlı.. satılık bahçeli villa... finansman,4 + 2,360 m,15 Yaşında,Villa Katı,"1,800,000","Başakşehir, Bahçeşehir 2. Kısım Mahallesi",7 Ağustos 2020
Daire,"kayaşehir de park mavera3 te satılık 3+1daire 186m2 -1,650,000tl",3 + 1,186 m,Sıfır Bina,2. Kat,"1,650,000","Başakşehir, Kayabaşı Mahallesi",21 Eylül 2020
Villa,bahçeşehir 2.kısım da müstakil girişli ikiz villa,4 + 2,360 m,15 Yaşında,14. Kat,"7,500,000","Başakşehir, Bahçeşehir 2. Kısım Mahallesi",21 Eylül 2020
Daire,başakşehir bulvar istanbul 'da satılık 2+1 daire ( açık mutfak ),2 + 1,112 m,4 Yaşında,Yüksek Giriş,"800,000","Başakşehir, Başakşehir Mahallesi",19 Ağustos 2020
Daire,bahçeşehir spradon residance 2+1 satılık daire,2 + 1,100 m,12 Yaşında,Villa Katı,"500,000","Başakşehir, Bahçeşehir 2. Kısım Mahallesi",13 Eylül 2020
Daire,kiracı ay sonu çıkıyor.. deprem sonrası yeni binada iskanlı 3+1.,3 + 1,160 m,15 Yaşında,Kot 1,"483,000","Başakşehir, Bahçeşehir 2. Kısım Mahallesi",7 Eylül 2020
Villa,bahçeşehir 2.kısım boğazköy'de satılık villa...polat emlak'dan,7 + 2,450 m,15 Yaşında,7. Kat,"3,400,000","Başakşehir, Bahçeşehir 2. Kısım Mahallesi",17 Ağustos 2020
Daire,avrupa konutları büyük 3+1 peyzaj manzaralı satılık daire,3 + 1,174 m,3 Yaşında,2. Kat,"1,550,000","Başakşehir, Kayabaşı Mahallesi",29 Ağustos 2020
Daire,bahçeşehir rota yapı'dan geniş m2'de 3+1 satılık daire,3 + 1,140 m,Sıfır Bina,3. Kat,"384,000","Başakşehir, Bahçeşehir 2. Kısım Mahallesi",10 Ekim 2020
Daire,emlak konut başakşehir evleri2 satılık 3+1 üç cepheli daire,3 + 1,145 m,2 Yaşında,Villa Katı,"1,200,000","Başakşehir, Kayabaşı Mahallesi",16 Ağustos 2020
Villa,bahçeşehir de badem villarında satılık müstakil havuzlu villa,7 + 2,380 m,10 Yaşında,3. Kat,"3,100,000","Başakşehir, Bahçeşehir 1. Kısım Mahallesi",28 Eylül 2020
Daire,bahçeşehir başakkent göl evlerinde satılık 2+1,2 + 1,106 m,Sıfır Bina,En Üst Kat,"520,000","Başakşehir, Bahçeşehir 2. Kısım Mahallesi",21 Eylül 2020
Daire,polat emlak'dan...bahçeşehir 2.kısım boğazköy'de dublex daire,3 + 1,160 m,15 Yaşında,3. Kat,"750,000","Başakşehir, Bahçeşehir 2. Kısım Mahallesi",13 Eylül 2020
Daire,park mavera 1 de güncel peyzaj cephe 3+1 tapulu daire,3 + 1,181 m,3 Yaşında,2. Kat,"1,599,000","Başakşehir, Kayabaşı Mahallesi",17 Eylül 2020
Daire,bulvar istanbul sitesinde 2+1 evebeyin banyolu satılık daire,2 + 1,136 m,4 Yaşında,6. Kat,"905,000","Başakşehir, Kayabaşı Mahallesi",17 Eylül 2020
Villa,boğazköyde havuzlu 3 mutfaklı geniş bahçeli içi sıfır ikiz villa,5 + 2,380 m,20 Yaşında,3. Kat,"2,750,000","Başakşehir, Bahçeşehir 2. Kısım Mahallesi",21 Ağustos 2020
Daire,kayaşehir 14 bölgede acil satılık daire 1+1,1 + 1,50 m,7 Yaşında,15. Kat,"270,000","Başakşehir, Kayabaşı Mahallesi",8 Ağustos 2020
Daire,bahçeşehir funda bloklarında a tipi full tadilatlı emsalsiz 4+1,4 + 1,185 m,19 Yaşında,Yüksek Giriş,"2,000,000","Başakşehir, Bahçeşehir 1. Kısım Mahallesi",29 Ağustos 2020
Daire,toki 18.bölgede kelepir borçsuz daire,3 + 1,124 m,5 Yaşında,7. Kat,"745,000","Başakşehir, Kayabaşı Mahallesi",25 Ağustos 2020
Daire,bahçeşehir'de full manzaralı sıfır 1+1,1 + 1,86 m,2 Yaşında,Kot 1,"260,000","Başakşehir, Bahçeşehir 1. Kısım Mahallesi",2 Eylül 2020
Daire,güvercintepe 'de 2+1 yüksek giriş daire,2 + 1,90 m,3 Yaşında,Villa Katı,"260,000","Başakşehir, Güvercintepe Mahallesi",8 Eylül 2020
Daire,sahibinden bahçeşehir-merkezde deniz manzaralı muhteşem a tipi,3 + 1,202 m,21 Yaşında,7. Kat,"1,600,000","Başakşehir, Bahçeşehir 2. Kısım Mahallesi",20 Eylül 2020
Daire,kayaşehir 1.bölge acil satılık 2+1 75 m2 tapulu daire,2 + 1,75 m,8 Yaşında,3. Kat,"408,000","Başakşehir, Kayabaşı Mahallesi",9 Eylül 2020
Daire,mimar yapıdan iskanlı 1+1 yüksek giriş,1 + 1,85 m,2 Yaşında,10. Kat,"185,000","Başakşehir, Güvercintepe Mahallesi",24 Ağustos 2020
Daire,kayaşehir 7.bölgece satılık 2+1 daire,2 + 1,75 m,10 Yaşında,2. Kat,"485,000","Başakşehir, Kayabaşı Mahallesi",5 Ekim 2020
Daire,kayaşehir merkez 7.bölge de_acil_satılık 75m² 2+1 tapulu daire,2 + 1,75 m,10 Yaşında,Bahçe Katı,"430,000","Başakşehir, Kayabaşı Mahallesi",19 Ağustos 2020
Daire,ayazma emlak konutları satılık 4+1 daire bahçe katı borçsuz,4 + 1,200 m,1 Yaşında,Villa Katı,"1,280,000","Başakşehir, Ziya Gökalp Mahallesi",16 Haziran 2020
Villa,otoparklı.. güvenlikli sitede.. bahçeli lüx villa.. finansman,5 + 2,360 m,17 Yaşında,Bahçe Katı,"1,550,000","Başakşehir, Bahçeşehir 2. Kısım Mahallesi",7 Ağustos 2020
Daire,armina evleri bahçe katı,2 + 1,100 m,13 Yaşında,Villa Katı,"780,000","Başakşehir, Bahçeşehir 1. Kısım Mahallesi",7 Ekim 2020
Daire,mimar yapıdan 2+1krediye uygun ara kat daire,2 + 1,115 m,Sıfır Bina,2. Kat,"348,000","Başakşehir, Güvercintepe Mahallesi",31 Ağustos 2020
Villa,butik sitede.. havuz.. çift mutfak.. bahçeli.. harika manzaralı,5 + 2,360 m,15 Yaşında,Bahçe Katı,"1,950,000","Başakşehir, Bahçeşehir 2. Kısım Mahallesi",17 Ağustos 2020
Daire,emlakkonut avrupark hayat 2+1 bankasız faizsiz!!,2 + 1,140 m,Sıfır Bina,5. Kat,"225,000","Başakşehir, Bahçeşehir 2. Kısım Mahallesi",8 Ekim 2020
Daire,kayaşehir 6.bölge' de 3+1 satılık,3 + 1,118 m,10 Yaşında,4. Kat,"605,000","Başakşehir, Kayabaşı Mahallesi",9 Ağustos 2020
Daire,boğazköyde altı 2+1 ve üstü 2+1 olan 4 teraslı şömineli dubleks.,4 + 2,300 m,20 Yaşında,Yüksek Giriş,"850,000","Başakşehir, Bahçeşehir 2. Kısım Mahallesi",29 Ağustos 2020
Daire,bahçeşehir akzirve stradada güney cephe tapulu krediye uygun 1+1,1 + 1,75 m,1 Yaşında,1. Kat,"435,000","Başakşehir, Bahçeşehir 2. Kısım Mahallesi",18 Temmuz 2020
Daire,boğazköyde 2+1'den 3+1 yapılmış olan 2 balkonlu yüksek giriş 3+1,3 + 1,125 m,20 Yaşında,4. Kat,"359,900","Başakşehir, Bahçeşehir 2. Kısım Mahallesi",6 Ağustos 2020
Daire,bahçeşehir 2.kısım rota yapı'dan kaçırılmayacak satılık 2+1daire,2 + 1,100 m,Sıfır Bina,15. Kat,"289,999","Başakşehir, Bahçeşehir 2. Kısım Mahallesi",26 Eylül 2020
Residence,günyüzü emlaktan bahçeşehir vadi istanbul evlerinde 4+1 satılık,4 + 1,245 m,3 Yaşında,Yüksek Giriş,"2,200,000","Başakşehir, Bahçeşehir 2. Kısım Mahallesi",1 Eylül 2020
Daire,bahçeşehir boğazköy krediye uygun 2+1 yüksek giriş satılık daire,2 + 1,100 m,20 Yaşında,Yüksek Giriş,"340,000","Başakşehir, Bahçeşehir 2. Kısım Mahallesi",24 Eylül 2020
Daire,başakşehir başak mah.metrokent konutları'nda 4+1 satılık daire,4 + 1,198 m,7 Yaşında,13. Kat,"2,300,000","Başakşehir, Başak Mahallesi",2 Ekim 2020
Daire,kayaşehir 12.bölge de satılık 1+1 tapulu daire güney cephe,1 + 1,50 m,10 Yaşında,8. Kat,"310,000","Başakşehir, Kayabaşı Mahallesi",17 Temmuz 2020
Daire,bahçeşehir akzirve strada'da manzaralı tapulu krediye uygun 3+1.,3 + 1,140 m,1 Yaşında,2. Kat,"950,000","Başakşehir, Bahçeşehir 2. Kısım Mahallesi",12 Ağustos 2020
Daire,rota'dan yüzde elli peşinat kalanı elden taksit site içi daire,1 + 1,90 m,Sıfır Bina,4. Kat,"159,000","Başakşehir, Bahçeşehir 2. Kısım Mahallesi",2 Ekim 2020
